,Date,Station Id,Station Name,Precipitation Increment (mm),Air Temperature Average (degC),Air Temperature Maximum (degC),Air Temperature Minimum (degC),Soil Moisture Percent -2in (pct) Mean of Hourly Values,Soil Moisture Percent -4in (pct) Mean of Hourly Values,Soil Moisture Percent -8in (pct) Mean of Hourly Values,Soil Moisture Percent -20in (pct) Mean of Hourly Values,Soil Moisture Percent -40in (pct) Mean of Hourly Values,Soil Temperature Observed -2in (degC) Mean of Hourly Values,Soil Temperature Observed -4in (degC) Mean of Hourly Values,Soil Temperature Observed -8in (degC) Mean of Hourly Values,Soil Temperature Observed -20in (degC) Mean of Hourly Values,Soil Temperature Observed -40in (degC) Mean of Hourly Values,Relative Humidity (pct) Mean of Hourly Values,Solar Radiation/langley Total (langley)
0,1990-01-01,808,Table Mountain,0.0,1.9,4.4,-0.7,,,,,,,,,,,,
1,1990-01-02,808,Table Mountain,3.0,-4.9,-0.1,-11.8,,,,,,,,,,,,
2,1990-01-03,808,Table Mountain,0.0,-7.8,-3.6,-13.8,,,,,,,,,,,,
3,1990-01-04,808,Table Mountain,0.0,-3.3,0.7,-6.5,,,,,,,,,,,,
4,1990-01-05,808,Table Mountain,0.0,-0.7,2.8,-5.0,,,,,,,,,,,,
5,1990-01-06,808,Table Mountain,0.0,1.7,5.4,-0.3,,,,,,,,,,,,
6,1990-01-07,808,Table Mountain,0.0,3.9,5.8,1.0,,,,,,,,,,,,
7,1990-01-08,808,Table Mountain,0.0,4.9,8.1,0.4,,,,,,,,,,,,
8,1990-01-09,808,Table Mountain,3.0,7.8,12.1,0.6,,,,,,,,,,,,
9,1990-01-10,808,Table Mountain,0.0,6.1,11.4,-3.0,,,,,,,,,,,,
10,1990-01-11,808,Table Mountain,3.0,-2.5,2.9,-7.3,,,,,,,,,,,,
11,1990-01-12,808,Table Mountain,0.0,-2.9,4.6,-7.9,,,,,,,,,,,,
12,1990-01-13,808,Table Mountain,0.0,3.6,10.1,-3.1,,,,,,,,,,,,
13,1990-01-14,808,Table Mountain,0.0,2.4,7.5,-0.3,,,,,,,,,,,,
14,1990-01-15,808,Table Mountain,0.0,0.4,2.5,-1.5,,,,,,,,,,,,
15,1990-01-16,808,Table Mountain,0.0,-2.3,1.1,-6.4,,,,,,,,,,,,
16,1990-01-17,808,Table Mountain,0.0,-7.2,-2.1,-12.0,,,,,,,,,,,,
17,1990-01-18,808,Table Mountain,0.0,-9.0,-2.9,-13.9,,,,,,,,,,,,
18,1990-01-19,808,Table Mountain,0.0,-8.8,0.1,-14.5,,,,,,,,,,,,
19,1990-01-20,808,Table Mountain,0.0,-5.9,1.9,-13.7,,,,,,,,,,,,
20,1990-01-21,808,Table Mountain,0.0,-1.3,1.5,-4.9,,,,,,,,,,,,
21,1990-01-22,808,Table Mountain,0.0,1.8,5.2,-0.3,,,,,,,,,,,,
22,1990-01-23,808,Table Mountain,0.0,-0.9,1.6,-4.3,,,,,,,,,,,,
23,1990-01-24,808,Table Mountain,0.0,-1.3,1.2,-5.1,,,,,,,,,,,,
24,1990-01-25,808,Table Mountain,0.0,2.0,5.5,-0.5,,,,,,,,,,,,
25,1990-01-26,808,Table Mountain,0.0,-3.3,2.6,-9.7,,,,,,,,,,,,
26,1990-01-27,808,Table Mountain,5.0,-4.4,-0.3,-9.6,,,,,,,,,,,,
27,1990-01-28,808,Table Mountain,0.0,0.4,4.1,-2.5,,,,,,,,,,,,
28,1990-01-29,808,Table Mountain,0.0,-1.0,3.1,-6.5,,,,,,,,,,,,
29,1990-01-30,808,Table Mountain,0.0,-5.3,3.4,-18.0,,,,,,,,,,,,
30,1990-01-31,808,Table Mountain,0.0,-17.6,-12.0,-19.8,,,,,,,,,,,,
31,1990-02-01,808,Table Mountain,0.0,-8.3,0.2,-18.6,,,,,,,,,,,,
